name,price
Ricky Rivera,436.34
Lisa Ramos,855.99
Dr. Charles Murphy,535.02
Jason Yang,786.73
Philip Leonard,57.72
Brent Thomas,444.36
Tammy Moore,823.35
Lynn Thomas,184.63
Erin Reynolds,477.24
Bryan Stokes,343.05
Edward Sanders,659.49
Tracey Williams,319.62
Thomas Wilson,349.53
Brandi Watson,247.75
Ronald Reyes,386.09
David Myers III,870.13
Michael Payne,505.6
Dr. Lauren Contreras MD,115.98
Mr. Calvin Ford Jr.,196.03
Christopher Johnson,261.88
Scott Jones,518.52
Daniel James,125.34
Alec Adams,501.13
Kelly Anderson,44.63
Andrew Patrick,455.99
Lisa Wong,17.07
Joel Steele,195.0
John Russell,960.66
Travis Suarez,551.53
Jesse Stevens,714.2
Timothy Harmon,654.57
Reginald Moses,707.14
Elizabeth Hernandez,636.39
Ronald Johnson,362.91
Jessica Garner,975.71
Michael Taylor,387.31
Kevin Phillips,583.19
Timothy Curtis,533.65
Mario Hoffman,976.56
Carl Jones,512.51
Sean Montes,198.25
Thomas Ramirez,426.44
Margaret Harvey,425.99
Tanya Johnson,763.22
Katherine Brown,690.34
Heidi Brown,341.16
Danny Cooper DDS,264.1
Katherine Johnson,165.33
Jennifer Malone,966.47
Matthew Mccullough,564.04
Peter Richards,817.79
Adam Chen,330.54
Paul Ellison,930.75
Christina Perry,520.78
Sarah Smith,577.75
Madison Holmes,461.57
Brenda Grimes,970.53
Melissa Johnson,593.64
Steven Cooley,860.61
Patricia Hurley,157.89
Elizabeth Barber,684.01
Lisa Phillips,555.37
Angel Tate,8.15
Cindy Fleming,925.58
Craig Dalton,670.05
Olivia Phillips,346.42
Tracey Gonzalez,687.25
Glenn Lopez,275.05
Linda Mccarty,942.83
Kimberly Jones,644.19
James Scott,544.92
Brandon Williamson,633.6
Teresa Gibson,900.16
Amanda Blair,992.84
Savannah Mason,423.08
John Mcconnell Jr.,902.01
William Ewing,521.21
Christopher Crawford,821.06
Bryan Estrada,73.59
Roger Schmitt,596.78
Jason Martinez,140.05
Adrian Wilson,648.1
Amber Contreras,699.5
Aaron Hester MD,322.81
Angela Reyes,570.37
Vincent Cortez,245.4
Rebekah Wilson,562.48
Christina Smith,103.87
Richard Hanna,890.8
Jeffery Garcia,476.14
Angela Knight,615.73
Ryan Robbins,699.26
April Benitez,262.43
Jessica Cooper,42.49
Steve Jensen,501.77
Alfred White,564.47
Anthony Williams,882.46
Dennis Guerrero,722.05
Robert Evans,824.4
Dawn Mitchell,954.13
Molly Perry,411.4
Heather Cox,780.82
Susan Weber,541.61
Patricia Haynes,324.72
Jeffrey Wood,305.06
Abigail Johnson,195.16
Melissa Hunt,674.24
Margaret King,597.9
Lance Fuller,632.29
Michael Adams,827.79
Benjamin Robinson,733.46
Michele Bernard,735.32
Charles Wright,761.03
Ann Hall,837.01
Monique Anderson,297.73
Sara Brooks,798.97
Stephanie Wall,344.91
Edward Murray,473.78
Vanessa Williams,60.16
Nancy May,833.94
Misty Jensen,846.28
Mary Torres,38.84
Adam Morris,38.55
Natalie Black,122.45
Steve Carr,799.21
Laura Kelly,435.69
Julie Maldonado,104.91
Tiffany Rivera,113.33
Barbara Jones,611.34
Makayla Hudson,386.94
Cynthia Clark,846.63
Darrell Flynn,19.25
Richard Miller,300.41
Mary Wilson,653.63
Robert Roberts,421.14
Jerry Long,816.87
Jessica Washington,400.46
Mr. Charles Fitzgerald DDS,400.6
Christopher Pace,608.43
Katelyn Taylor,8.79
Frank Jenkins,166.59
Mr. Daniel Bryant,78.27
Jessica Payne,19.02
Cindy Cox,62.24
Carrie Rodriguez,996.8
Samantha Wilkins,920.65
Mindy Smith,282.13
Alicia Kidd,895.54
Maria Lynch,651.14
Jordan Jacobs,115.15
Michelle Bond,434.58
Jamie Shah,823.58
Valerie Ray,498.84
Justin Valentine,66.88
Ashley Martinez,524.34
Darryl Woodward,997.7
Charlene Sutton,541.25
Ruth Bridges,381.43
Jesse Smith,269.15
John Robles,274.85
Eric Lopez,510.81
Eric Manning,618.58
Alyssa Sims,370.49
Ethan Smith,219.91
Susan Thompson,967.58
William Patton,870.54
Billy Elliott,58.38
David Thomas,585.05
Aaron Payne,234.64
Phillip Hart,59.01
Mrs. Pam Jackson,110.79
Jeffrey Malone,606.98
Ashley Hayes,444.96
Vicki Garcia,692.36
Elizabeth Stout,607.71
Jon Jenkins,477.72
Andrew Martin,255.28
Megan Watkins,770.83
Richard Davis,563.79
Larry Ortiz,981.54
Stephanie Juarez DDS,451.82
Kenneth Miller,422.21
Charles Thompson,348.27
Martin Barnes,615.85
Melissa Gilmore,556.97
Chelsea Campbell,994.77
Leonard Wolf,354.83
Joshua Moore,888.38
Terry Campbell,801.54
Richard Acosta Jr.,371.6
Jennifer Booker,520.35
Kimberly Powell,852.27
Charles Jones,342.21
Alexandra Werner,735.05
Karen Martinez,906.42
Trevor Smith,820.71
Paul Hanson,382.01
Sherry Morgan,663.57
Wendy Chen,492.56
David Martin,737.62
Kristin Wolfe,480.51
Jonathan Carr,339.15
Erin Allen,452.76
Catherine Martinez,402.06
Shelby Mays,879.64
Jordan Riley,335.32
Kenneth Thomas,997.61
Paul Pittman,294.42
Joy Shelton,908.18
Joshua Webb,910.89
Samuel Kennedy,963.99
Robin Murillo,302.7
James Johnson,832.6
Sandra Howell PhD,954.41
Joseph Ford,606.93
Mrs. Suzanne Gordon,231.27
Jeremy Owen,984.12
Robert Guzman,581.86
Christopher Gay,634.89
Robert Figueroa,395.13
Sarah Yang,632.14
Linda Jackson,409.58
Renee Turner,846.27
Justin Rice,971.56
Jeffrey Hooper,441.77
John Sanchez,759.46
Emma Carter,179.3
Jennifer Swanson,316.4
Sergio Davis,998.04
Vickie Taylor,5.77
James Brooks,313.17
Dr. Michelle Mueller,63.8
Megan Strickland,551.37
Erik Huynh Jr.,405.03
Erin Johnson,432.48
Daniel Holland,409.29
Zachary Ruiz MD,484.22
Tammy Robinson,946.09
Scott Lee,602.91
Mary Lee,421.53
John Chen,208.0
John Khan,602.93
Joshua Harrell,766.92
Nathan Montgomery,219.64
Veronica Chambers,601.17
Joshua Goodman,442.57
Michael Solis,990.78
Joseph Strickland,881.88
Teresa Schwartz,188.98
Scott Johnson,995.5
Shane Pena,762.53
Charles Rodriguez,227.0
Allison Ruiz,72.71
Michael Hernandez,804.07
Jacob Knight,925.03
Ruth Moore,163.27
Meredith Lynch,841.99
Alyssa Allen,2.65
Ashley Williams,127.08
Anthony Robles,551.96
Tyler Bradley,156.51
Amanda Anderson,379.17
Rachel Dougherty,963.44
William Koch,240.49
Mariah Lucero,256.64
Dana Hernandez,146.56
Michael Rhodes,915.74
Courtney Zimmerman,321.14
Alexander Hays,844.08
Robert Lawrence,537.36
Michael Flores,834.25
Jennifer Cain,127.99
Anthony Hinton,174.42
Jason Hart,889.5
Gregory Cole,852.7
Bradley Thompson,866.36
Dylan Hernandez,241.47
Shawn Ward,721.63
Kristina White,97.37
Eric Smith,653.07
Kiara Haynes,455.04
Kimberly Frank,569.09
Rachel Knapp,983.45
Jennifer Berg,906.68
Dillon Murphy,667.21
Andre Gray,979.74
Logan Murillo,938.59
Phillip Allen,998.88
Mark Lewis,676.66
Daniel Michael,400.2
Christopher Scott,880.27
David Watson,568.82
Rachel Li,923.35
Zachary Pope,878.84
James Watson,399.97
Lauren Juarez,838.88
Michelle Rodriguez,154.7
Taylor Gallagher,593.46
Andrew Bush,503.94
Jennifer Cameron,886.08
Michael Allen,478.0
Emily Robertson,390.32
Jamie Chapman,956.78
Julie Morrison,169.84
Frederick Miller,294.13
Elizabeth Shaw,908.8
Joshua Hess,108.07
Susan Thompson,350.31
Melissa Johnson,233.73
Jennifer Carr,906.39
David Carpenter,598.49
Steve Reeves,809.48
Adam Boone,755.79
Michael Cervantes,535.84
Bryan Hall,182.81
Brian Smith,874.71
Richard Frost,57.12
Wayne Mcdaniel,474.35
Roberta Skinner,388.44
Lori Rodriguez DDS,5.96
Raymond Reed,262.24
James Black,951.58
Andrea Lowery,569.13
Bryan Garcia,319.36
Drew Parsons,550.81
David Brewer,64.7
Christian Wolfe,689.65
Angel Kennedy,419.1
Tammy Pearson,547.15
Joshua Navarro,676.04
Deborah Delacruz,705.92
Judith Snyder,794.97
Nicole Klein,988.21
Alexis Aguilar,188.79
William Hardy,60.8
Christopher Pratt,584.92
Christopher Stephenson,320.72
Preston Blanchard,915.34
Cindy Campbell,129.14
Tristan Sanchez,117.14
Michael Mcdonald,123.16
Lindsay Rodriguez,135.28
Krista Clark,436.39
Jeremiah Williams,818.01
Heather Carpenter,429.75
Christina Cortez,737.32
Dorothy Richards,93.45
Justin Kaiser,459.48
Erin Kim,393.39
Michael Joseph,951.16
Ashley Ortiz,517.91
Monica Beck,243.5
James Fletcher,126.24
Jacob Deleon,327.54
Krista Pena,145.28
Joe Rhodes,653.73
Carlos Williams,987.38
Jeff Keith,647.02
Stephanie Rivera,339.65
Kenneth Allen,471.13
Lisa Brooks,997.34
Shannon Hancock,443.79
Monique Williamson,855.19
Eric Henderson,604.5
Douglas Miller,551.27
Beverly Thompson,126.63
Joshua Oneill,219.39
Lisa Knight,454.97
Joshua Sweeney,659.19
Rachel Sanders,349.47
Heather Richards,125.99
Aaron Wagner,592.4
Richard Fisher,548.23
Stephen Jackson,166.83
Matthew Guerra,344.45
Stanley Martinez,284.18
Jeffrey Tucker,368.52
Taylor Howard,864.71
Keith Marks,240.79
Jennifer Stewart,906.69
Joseph Hughes,83.38
Tiffany Valdez,752.66
Dr. Sierra Burke,149.87
April Stevens,735.09
Jorge Houston,75.95
Carrie Rodriguez,153.74
Cheryl Gibbs,993.06
David Vasquez,41.32
Tabitha Hawkins,725.62
Laura Johnston,521.67
Deborah Nichols,968.31
Philip Hoffman,58.7
Amanda Wilson,843.83
Rebecca Deleon,459.7
Danielle Santos,770.21
Faith Shaw,210.15
Daniel Thompson,58.9
Glenn Newton,229.05
Marie Jacobson,217.09
Ronald Kim,100.46
George Wright,856.56
Jamie Henderson,486.1
Nicholas Moore,912.86
Alejandra Frederick,600.42
Logan Wallace,457.47
Richard Palmer,567.09
Ashley Logan,311.75
Michael Todd,937.22
David Henson,995.01
Matthew Hernandez,3.78
Gregory Moore,733.09
Samantha Russell DVM,957.36
Daniel Pugh,436.49
Misty Schmidt,121.96
Kaylee Keith,201.08
Dalton Lopez,117.39
Kathryn Dean,605.8
Thomas Chapman,875.94
James Russo,452.81
Casey Myers,252.07
Michelle Nelson MD,905.34
Brandy Hodge,511.62
Shelley Johnson,89.56
Emily Robinson,335.66
Matthew Boone,535.62
Phillip Murray,663.56
Lauren Brown,979.03
Michael Johnson,816.31
Sherry Walton,391.22
Dave Burnett,690.09
Jessica Gonzalez,808.05
Jason Phillips,594.98
John Phillips,269.88
Lisa Murphy,602.12
Jamie Huffman,829.33
Suzanne Thornton,979.98
Franklin Sanders,171.24
Kelly Rocha,365.87
Cheryl Mosley,39.66
Anna Carlson MD,288.9
Melanie Perez,841.86
Tracy Roberts,964.77
Jacob Rice,345.86
Randall Shaw,255.19
Chelsea Wilson,822.17
Joseph Stanton,747.69
Colleen Simon,835.31
Victor Mcdonald,362.84
Beth Fletcher,448.93
Teresa Lewis,414.8
Devin Hughes,885.05
Ryan Sanchez,814.34
Destiny Richard,645.31
Christopher Cox,592.72
Ashley Harrington,473.82
Steven Miles,990.39
Hector Atkinson,109.57
Ryan Stephens,819.38
Micheal Simmons,889.58
Heather Leach,971.18
Kimberly Williams,85.59
Benjamin Reyes,6.87
Allison Singh,655.1
Lisa Anderson,117.37
Daniel Reid,872.78
Brittany Gomez,97.85
Tim Potter,288.3
Nicholas Rivera,619.71
Phyllis Wall,907.46
Emily Fernandez,333.8
Dorothy Johnson,138.88
Rachel Stein,82.35
Bianca Clark,389.48
Donna West,739.92
Michael Villa,986.51
Joseph Clark,617.21
Catherine Carter,549.42
Aaron Smith,674.33
Jeffrey Pollard,612.33
William Collins,52.02
Christopher Williams,60.57
Melissa Gonzalez,593.58
Jason Murphy,506.35
Tyler Moore,986.13
Brady Scott,535.32
Jasmine Davis,400.77
Elizabeth Mendez,121.79
Dawn Ortiz,882.55
Timothy Ramos,226.74
Joshua Wright,152.61
Molly Alvarado,245.44
Phillip Green,739.14
Daniel Little,173.81
Austin Salazar,10.78
Lisa George,136.76
Spencer Knox,112.88
Jennifer Mcguire,545.74
Brian Henson,855.33
Kimberly Johnson,77.91
Whitney Thompson,134.52
Kim Acosta,836.43
Billy Wood,362.23
Mark Woods,952.78
Elizabeth Williams,656.53
Theresa Matthews,539.45
Michael Green,971.86
Jerry Berry,562.99
Teresa Calderon,638.07
Devin Delacruz,6.51
Jessica Harris,178.78
Kevin Parrish,961.47
Lisa Parks,383.52
Nathaniel Jackson,289.07
Cole Whitney,647.77
Deborah Murphy,713.39
Mary Caldwell,883.2
Amy Bullock,900.05
Rebecca Mcintyre,810.67
Karen Christensen,324.27
Ryan Dawson,427.92
Megan Kelly,265.79
Alyssa Evans,508.12
Caleb Chavez,560.78
Andrea Mccormick,451.66
John Smith,412.06
Justin Sanders,712.19
James Bernard,434.74
Jamie Hatfield,172.49
Andrew Johnson,920.45
Michael White,447.26
Gabriel Allen,757.84
Nicholas Cook,385.53
Kristina Stewart,115.93
Ruben Beltran,455.89
Kaitlyn Wallace,210.36
Ryan Bryant,187.8
Kara Brock,562.31
Jeremy Acosta,552.19
Russell Smith,907.22
Michael Myers,289.65
Nicole King,369.95
James Hernandez,510.42
Kevin Baldwin,661.56
Lori Horton,668.3
Rose Ellis,157.72
Kelly Fowler,498.06
Jorge Miller,815.91
Bobby Riley,151.67
Alyssa Terry,359.77
Richard Mercer,923.62
Eric Bush,899.21
Alexis Clark,519.74
Joshua Hooper,617.13
Micheal Clarke,496.06
Austin Scott,416.12
Sally Hudson,82.65
Alexander Walters,80.49
Jared Harrison,173.0
David Willis,973.42
Anita James,84.09
David Harrison,236.6
Austin Glover,520.71
Kimberly Martinez,778.34
Jennifer Galloway,219.74
Barbara Curry,63.65
William Olson,420.32
Kyle Harris,109.68
Christine King,513.48
Catherine Steele,225.32
Mrs. Connie Gutierrez,803.71
Karen Barrett,223.81
Abigail Nguyen,875.6
Mr. James Watts,254.06
Kathy Mitchell,56.33
Danielle Reyes,589.23
Elizabeth Moore,72.42
Brandon Jackson,749.45
Kevin Forbes,102.41
Matthew Carroll,855.59
Laura Woods,868.27
Victoria Shaw,767.77
Crystal Gardner,900.04
Sierra Davis,955.25
Felicia Reese,311.81
Amy Allen,500.22
Sarah Gordon,807.35
Kathryn Martin,410.75
Theresa Medina,497.93
David Santos,136.9
Stephen Diaz,922.81
William Hall,826.87
Robert Cox,322.14
Carolyn Miller,646.37
Amanda Reyes,752.62
Dr. Maria Roberson,773.9
Deanna Merritt,216.01
Ernest Love,427.04
Sierra Shannon,132.2
John Malone,298.22
Adam Johnson,517.53
Melanie Barron,205.88
Lisa Harvey,61.22
Lori Perkins,572.8
Kevin Ellis,893.96
Molly Duarte,353.86
Dustin Cole,322.33
Michael Davis,842.77
Sherry Smith,197.19
Anthony Santos,792.04
Melinda Steele,828.01
Theodore Ross,797.37
Justin Bradley,651.91
Mr. Alex Johnson,331.93
Elizabeth Jackson,755.33
Christine Ryan,785.55
Nicholas Grant,397.48
Dana Contreras,28.31
Kathryn Reed,101.88
Shaun Hayes,373.36
Christopher Porter,271.48
Teresa Hernandez,501.6
Teresa Green,762.47
Courtney Copeland,83.05
Scott Garrett,899.34
Anne Waters,845.35
Steven Williams,271.07
Melinda Miller,656.96
Paul Hamilton,466.48
Mrs. Christina Hill,618.97
Greg Peterson,231.37
Rodney Wyatt,176.75
Shelby Wilson,804.71
James Ward,649.66
Jennifer Calderon,450.46
Shannon Jordan,178.66
Tracy Guerrero,791.55
Leah Higgins,564.94
Christopher Page,376.4
Sarah Thomas,161.6
James Collins,576.73
Ashley Taylor,989.1
Troy Schmidt,613.84
Lisa Reed,77.79
James Meyer,640.09
Luis Moran,216.09
Darren Russo,293.09
Victor Davila,535.75
Felicia Foster,230.54
Alan Jones,255.58
Brian Leon,119.83
Tina Richmond,46.57
Kaylee Ross,415.37
John Robinson,942.51
Craig Williams,699.23
Kelly Pham,101.49
Derrick Jenkins,297.46
Lisa Medina,114.78
Jennifer Hunter,31.83
Christine Johnson,345.96
Michael Levy,255.15
Timothy Perez,624.6
Bradley Ryan,386.21
Daniel Ward,269.33
Dawn Dunn,700.38
Meagan Carter,691.26
Jon Miller,355.0
Carl Wyatt,744.58
Jessica Rodriguez,806.66
Patricia Stewart,128.12
Kyle Robinson,376.18
Victor Lopez,224.45
Abigail Mueller,460.76
William Ward,379.25
Tyler Jones,59.3
Bianca Ferrell,377.75
Michelle Nicholson,912.31
Tracy Tran DDS,318.0
Michael Wong,986.1
Denise Payne,231.36
Heather Newton,160.43
Miranda Frederick,516.24
Curtis Atkins,380.89
Shawn Bartlett,888.93
Elizabeth Wallace,655.07
Victoria Valdez,523.39
Sarah Fields,439.28
Joshua Gibson,891.21
Christina Allen,680.53
Heather Cooper,199.23
Adam Herrera,962.02
Edward Price,772.3
Diana Morgan,81.18
Henry Garcia,228.85
Brandy Moon,167.2
Candice Townsend,464.5
Daniel Salazar,680.88
Kristy Sheppard,682.05
Beverly Adams,192.3
John Owens,967.04
Lauren Snyder,64.6
Mary Phillips,79.7
Veronica Brown,545.42
Karen Castillo,691.65
David Lewis,617.87
Colton Conway,905.86
Bonnie Wilcox,667.71
Jonathan Campbell,569.36
Stacey Christensen,584.68
Gabrielle Davis,685.83
Anna Ballard,357.08
Alexis Russo,640.12
Sarah Robbins,872.68
Hayley Brewer,331.94
Morgan Montes,833.21
Cheryl Coleman,793.34
Rebecca Moore,61.92
Elizabeth Parrish,879.0
Danielle Wilson,903.22
Theresa Fields,970.81
Vickie Cruz,917.98
Linda Cooper,108.49
Kristina Stark,33.56
James Miller,783.68
Michael Monroe,684.09
Scott George,415.79
Angela Mendez,312.34
Barbara Gutierrez,336.6
Craig Harris,541.14
Hannah Martin,471.92
Eric Hale,176.3
Amy Vega,740.6
Michelle Roberts,158.62
Daniel Campos,395.11
Martin Odom,829.52
Brandon Jones,569.59
Michael Young,525.39
Ryan Bennett,704.66
Alyssa Ellis,440.51
Tiffany Klein,995.38
Elizabeth Sanchez,582.55
James Hanna,859.95
Michael Wiggins,357.44
Andrew Smith,988.01
Timothy Preston,436.54
Christopher Odom,996.4
Bradley Harmon,798.57
Michael Waters,809.01
James Hicks,233.2
Wesley Webb,310.66
Victoria Simpson,350.69
Jeremy Garcia,456.38
Judy Arroyo,739.92
Andrew Jones,592.3
Jamie Haley,663.99
Lisa Rush,981.77
Crystal Martinez,826.41
Robin Jacobson,663.75
Deanna Brown,564.48
Brandi Whitaker,873.59
Tyler Durham,827.73
Angela Porter,169.75
Allison Lee,878.7
Angel Campbell,326.06
Jennifer Miller,113.43
Melissa Eaton,833.23
Heidi Riley,757.7
David Vaughan,954.26
Michael Kemp,718.14
Kimberly Jackson,618.07
Elizabeth Morgan,696.08
Derrick Griffin,561.22
Bernard Mclaughlin,424.88
Adrian James,979.16
Molly Rice DDS,853.43
David Vance,867.37
Danielle Pittman,977.85
Danny Morgan,752.04
Tracy Jones,888.49
Angela Rodriguez,808.95
Charles Carter,956.02
David Raymond,536.3
Cheryl Bailey,21.74
Shari Wise,747.7
Albert Davis Jr.,363.14
Jessica Fox,97.04
Margaret Butler,464.14
Veronica Berry,739.09
Jerry Grant,120.61
Dylan Hardy,740.89
Michelle Howell,356.25
Lisa Jones,934.76
Valerie Lowe,456.49
Derek Ford,477.51
Timothy Moreno,346.32
Tara Griffin,149.24
Suzanne Jacobson,623.15
Daniel Baldwin,973.19
Daniel Johnson,420.28
Jessica Gray,207.08
Meredith Todd,642.78
Crystal Davis,125.08
Emily Aguirre,246.99
Mary Thompson,375.23
William Kelley,738.54
Emily Griffin,308.42
Bradley Flores,815.24
Christopher Flowers,54.11
Glenn Garcia,298.2
Laurie Thomas,509.09
Norma Compton,615.5
Richard Jackson,815.65
Kaylee Simmons,808.93
Emily Padilla,796.64
Sarah Mccarty,523.76
Jeffrey Gentry,978.37
Keith Herman,380.76
Scott Collins,617.29
Tiffany Rocha,224.91
Tanya Williams,142.59
Crystal Harper,584.87
Ronald Lawson,899.72
David Hancock,263.33
Mr. Timothy Rodriguez V,426.68
Kevin Cardenas,274.24
Robin Morris,679.73
Larry Chapman,854.56
Brian Jones,211.46
Thomas Herrera,615.7
Michael Perry,605.98
Matthew Lucero,984.55
Danny Livingston,317.55
Jacqueline Chen,756.64
Aaron Jones,642.59
Tiffany Peterson,703.95
Heather Hopkins,909.66
Rhonda Crawford,716.69
Michelle Ramirez,189.64
Lauren Hernandez,811.15
Larry Rose,169.39
Richard Meyer,256.48
Kristen Medina,809.58
Derrick Sparks,806.82
Dr. Kimberly Alvarez MD,739.28
Caroline Flores,190.33
James Flores,59.24
Kevin Roberts,946.82
Robyn Washington,113.19
Sheila Rios,587.57
Amy Matthews,499.78
Barry Wilson,969.43
Felicia Salazar,820.43
Erin Johnston,508.16
Jeffrey Bean,398.03
Natalie Murray,438.11
Francisco Phillips,516.34
Erik Ramos,888.99
Dennis Morrison,44.28
Kelly Lutz,261.55
Anna Gibson,273.14
Robert Wong,945.03
Darlene Contreras,595.85
Patrick Weber,499.55
Thomas Whitaker,8.78
Danielle Flores,729.97
Robert Nguyen,357.82
Jonathan Fox,554.79
Harry Zhang,705.23
Deborah Lee,438.58
Troy Johnson,23.94
Oscar Smith,974.67
Mark Melendez,603.59
Catherine Patton,557.83
Stephanie Perez,844.52
Lisa Lindsey,850.29
William Walker,130.25
Howard Hall,94.11
Lauren White,177.4
Renee Garner,361.44
Julie Smith,512.35
Nicole Lane,275.65
Patricia Long,209.5
Megan Herrera,411.0
Nicole Evans,573.34
Cheryl Davis,206.87
William Harris,360.03
Tiffany Torres MD,381.52
Caroline Johnson,987.02
Larry Dunn,162.97
Penny Pratt,675.89
Timothy Holland,383.27
Christina Brown,141.73
Renee Chavez,432.99
Kenneth Gonzalez,632.4
William Walters,490.81
Madison Ruiz,501.82
Tammy Mejia,520.7
Lauren Holden,715.41
Willie Rios,190.21
Paige Roberts,742.15
Sherry Barnes,803.96
Dr. Sonya Taylor,204.78
Joshua Carlson,257.77
Kevin Kline,333.28
Timothy Smith,715.63
Michael Morris,871.99
Steven Bradley,547.31
Shannon Espinoza,608.9
Roy Rollins,473.83
Robert Ellis,104.21
Isaac Mccann,981.51
Sherry Moyer,558.31
Bradley Mckinney,490.62
Steve Huber,26.56
Michael Austin,723.3
Kenneth Stephenson,358.16
Jamie Wagner,306.88
Jennifer Levine,104.12
Mark Mathis,186.92
Scott Hanson,849.66
Margaret Rivera,624.7
Amanda Williams,140.69
Angel Baker,568.05
Mary Powell,80.96
Kevin Lopez,119.83
Lisa Lamb,681.11
Erik Montgomery,677.79
Joseph Howard,36.62
Bradley Smith,795.9
Justin Greene,515.29
Daniel Howard,467.82
Janet Martinez,35.98
William Williams,825.83
Daniel Hill,563.7
Rodney Daniel,827.39
Scott Douglas,106.89
Jason Krueger,501.51
Tony Howell,250.63
Heather Murray,327.18
Thomas Rosales,166.74
Christina Richards,189.85
John Cox,716.06
Cynthia Williams,76.66
Nicole Davis,596.5
Melissa White,529.75
John Dennis,506.91
Alexander Smith,582.23
Tammie Jordan,973.06
Mr. William Acosta,369.84
Keith Barnes,548.64
Mrs. Laura Bennett,393.19
Tanya Lozano,185.8
Mr. Tanner Houston,547.91
Lisa Beck,134.78
Dana Hernandez,388.92
Morgan Todd,520.44
Lee Poole,70.39
Jordan Crawford,281.55
Breanna Mcgee,799.63
Eric Terrell,216.46
Paula Carter,607.93
Alicia Cantu,718.26
Alicia Curtis,527.84
Cindy Nunez,549.22
Tony Murphy,34.83
Cynthia Munoz,277.46
Alan Keller,571.97
Brandon Hill,322.61
Anne Rodriguez,605.06
Russell Harris,126.71
David Gill,234.77
Anthony Kennedy,316.43
Jeffrey Allen,37.74
Joshua Stephens,612.17
Joshua Gonzalez,778.82
Sarah Mills,919.37
Kelly Gonzalez,171.92
Linda Watkins,515.65
Barry Rodriguez,775.79
Jacqueline Brown,958.43
Carolyn Gonzalez,429.03
Alexandra Jennings,606.8
Sean Carlson,439.7
Michelle Bush,514.97
Luke Shields,228.84
John Johnson,982.09
David Ellis,610.25
Sherri Harrison,600.59
Guy Hill,436.94
Belinda Miller,239.28
Deanna Beltran,752.49
Michelle Hudson,720.35
Jimmy Watson,836.9
Andrew Bray,454.87
Kelly Kirk III,511.5
Megan Dillon,940.03
Ashley Cummings,374.2
Richard Thompson,455.35
Ryan Morton,78.55
Tracey Johnson,998.87
Jason Vaughn,245.4
Samantha Lee,697.12
Andrea Miller,738.82
Anthony Elliott,189.25
Monica Parsons,833.47
Morgan Hampton,430.26
Douglas Smith,4.6
April Jacobs,744.81
Regina Santana,788.38
Michele Wallace,906.67
Chad Moore,703.26
Tanya Simpson,634.62
Tonya Mckay,956.08
Glenda Atkins,915.92
Erik Hale,174.08
David Thompson,412.29
Jared Graham Jr.,427.22
Linda Stark,133.91
Robin Palmer,248.52
Justin Whitaker,822.98
Ronald Mcdonald,623.33
Manuel Stewart,718.36
Julie Alexander,380.17
Michael Bird,971.94
Victoria Taylor,997.66
Tami Pineda,460.46
Debbie Gordon,1.43
Brandy Gross,311.3
Stacie Heath,683.31
Bianca Taylor,359.25
Donald Garcia,686.48
Stephanie Edwards,489.35
Daniel Wright,702.45
Kristen Shepherd,45.3
Larry Estrada,268.08
Jessica Wells,20.22
Regina Clark,83.56
Charles Maxwell,744.28
Steven Romero,155.95
Kaitlyn Larson,470.79
Mary Luna,728.96
Danielle Sanchez,71.25
Samuel Estrada,932.85
Kevin Castro,124.48
Kristy Gutierrez,749.7
Julie Burgess,742.1
Joshua Smith,6.05
Jeff Charles,35.3
Danielle Levine,261.11
Jacob Hughes,199.71
Michael Morgan,203.83
Mrs. Emily Day DDS,267.52
Riley Silva,273.33
Pamela Hendricks,864.47
Amanda Wright,668.59
Gail Newman,919.12
Pamela Foster,931.38
Evan Campbell,536.67
Stephen Scott,229.91
Lisa Bradshaw,713.13
Madison Combs,129.13
Matthew Gonzalez,614.46
Felicia Ramirez,476.03
Thomas Browning,651.82
Mr. Brian Caldwell,339.32
Calvin Davis,252.97
Mark Silva,918.29
Tamara Burns,373.77
Natalie Ortiz,87.97
Mrs. Mary James,315.44
Nathan Rangel,220.84
Kim Dixon,304.88
Heather Blake,240.76
Stephen Smith,482.31
Denise Payne,781.28
Dana Harrison,472.35
Diana Anderson,943.68
Jeremy Owens,930.9
Danielle Jones,878.12
Margaret Macdonald,174.03
Debbie Murray,652.59
Joshua Robles,886.07
Anthony Fisher,39.26
James Morris,669.9
Jessica James,199.25
Raymond Silva,927.65
Barbara Lee,227.78
Randy Wallace,450.93
Connie Ali,274.55
Frank Hernandez,164.52
Daniel Hinton,65.85
Martha Woods,898.4
Chad Rice,407.15
Albert Hill,274.56
Jerry Henry,446.5
Julie Johnson,673.56
Kristen Johnson,604.09
Angela Daniels,375.56
Lauren Smith,531.3
Laura Vasquez,273.19
Wayne Bates,127.59
Carmen Morris,51.68
James Howard,666.41
Terri Douglas,781.41
Joe Eaton Jr.,942.99
Nichole Brown,660.26
Nicole Campbell,757.26
Taylor Mendoza,746.5
Jacqueline Thompson,97.42
Allen Johnson,564.67
Cassandra Wright,126.9
Brittany Bailey,983.44
Kara Smith,323.44
Amber Hendricks,839.47
Ronald Murphy,386.49
Amy Johnson,850.6
James Rodriguez,938.01
Sarah Flores,840.32
James Perez,730.02
Nichole Blake,232.96
Billy Willis,809.24
Shannon Turner,728.05
Julie Scott,717.97
Lisa Norton,137.5
Ana James,996.66
Joshua Prince,943.26
